Column,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,JobTitle,CleanedCity
9450,22700.0,HILO,HI,96720,531110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,"HomeStreet Bank",HI-02,"Lessors of Residential Buildings and Dwellings",HILO
9451,22700.0,ANAHOLA,HI,96703,621330,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,"First Hawaiian Bank",HI-02,"Offices of Mental Health Practitioners (except Physicians)",ANAHOLA
9452,22690.0,KAPAA,HI,96746,713940,Corporation,Unanswered,Unanswered,Unanswered,,4.0,05/21/2020,"Bank of Hawaii",HI-02,"Fitness and Recreational Sports Centers",KAPAA
9453,22687.0,HONOLULU,HI,96821,541110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"First Hawaiian Bank",HI-01,"Offices of Lawyers",HONOLULU
9454,22667.0,HONOLULU,HI,96821,621111,Corporation,White,"Male Owned",Non-Veteran,,2.0,05/27/2020,"Bank of Hawaii",HI-01,"Offices of Physicians (except Mental Health Specialists)",HONOLULU
9455,22655.0,HONOLULU,HI,96813,531312,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"First Hawaiian Bank",HI-01,"Nonresidential Property Managers",HONOLULU
9456,22647.5,HONOLULU,HI,96825,722511,"Sole Proprietorship",Unanswered,"Male Owned",Non-Veteran,,5.0,04/28/2020,"First Hawaiian Bank",HI-01,"Full-Service Restaurants",HONOLULU
9457,22642.0,WAIMANALO,HI,96795,445299,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,9.0,05/03/2020,"Bank of Hawaii",HI-02,"All Other Specialty Food Stores",WAIMANALO
9458,22630.0,LAHAINA,HI,96761,487210,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,"Bank of Hawaii",HI-02,"Scenic and Sightseeing Transportation, Water",LAHAINA
9459,22627.5,HONOLULU,HI,96813,541110,"Sole Proprietorship",Unanswered,"Male Owned",Unanswered,,1.0,05/04/2020,"First Hawaiian Bank",HI-01,"Offices of Lawyers",HONOLULU
9460,22625.0,HONOLULU,HI,96816,485320,Corporation,Unanswered,Unanswered,Unanswered,,7.0,05/12/2020,"Bank of Hawaii",HI-01,"Limousine Service",HONOLULU
9461,22620.0,AIEA,HI,96701,453998,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,"Central Pacific Bank",HI-01,"All Other Miscellaneous Store Retailers (except Tobacco Stores)",AIEA
9462,22610.0,KAILUA,HI,96734,621111,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,05/16/2020,"First Hawaiian Bank",HI-02,"Offices of Physicians (except Mental Health Specialists)",KAILUA
9463,22607.5,KAHULUI,HI,96732,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/12/2020,"Cross River Bank",HI-02,"Offices of Real Estate Agents and Brokers",KAHULUI
9464,22600.0,KIHEI,HI,96753,312111,"Limited  Liability Company(LLC)",White,"Male Owned",Unanswered,,3.0,04/15/2020,"First Hawaiian Bank",HI-02,"Soft Drink Manufacturing",KIHEI
9465,22600.0,HONOLULU,HI,96825,523930,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-01,"Investment Advice",HONOLULU
9466,22600.0,HONOLULU,HI,96819,811412,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/29/2020,"First Hawaiian Bank",HI-01,"Appliance Repair and Maintenance",HONOLULU
9467,22600.0,KAILUA,HI,96734,451110,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,"Central Pacific Bank",HI-02,"Sporting Goods Stores",KAILUA
9468,22600.0,HONOLULU,HI,96819,447110,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/12/2020,"Central Pacific Bank",HI-01,"Gasoline Stations with Convenience Stores",HONOLULU
9469,22600.0,HONOLULU,HI,96815,561599,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,"Central Pacific Bank",HI-01,"All Other Travel Arrangement and Reservation Services",HONOLULU
9470,22600.0,WAIPAHU,HI,96797,423120,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"Central Pacific Bank",HI-01,"Motor Vehicle Supplies and New Parts Merchant Wholesalers",WAIPAHU
9471,22600.0,HONOLULU,HI,96817,444190,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,,04/30/2020,"American Savings Bank, FSB",HI-01,"Other Building Material Dealers",HONOLULU
9472,22600.0,AIEA,HI,96701,722511,Corporation,Unanswered,Unanswered,Unanswered,,0.0,06/04/2020,"Central Pacific Bank",HI-01,"Full-Service Restaurants",AIEA
9473,22600.0,LIHUE,HI,96766,813319,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,2.0,04/09/2020,"Central Pacific Bank",HI-02,"Other Social Advocacy Organizations",LIHUE
9474,22600.0,HONOLULU,HI,96825,238390,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,04/09/2020,"Central Pacific Bank",HI-01,"Other Building Finishing Contractors",HONOLULU
9475,22583.75,LIHUE,HI,96766,541922,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/07/2020,"Kaua'i Government Employees' FCU",HI-02,"Commercial Photography",LIHUE
9476,22567.0,HONOLULU,HI,96816,315240,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,13.0,04/27/2020,"First Hawaiian Bank",HI-01,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing",HONOLULU
9477,22565.0,WAIKOLOA,HI,96738,722513,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,7.0,05/21/2020,"First Hawaiian Bank",HI-02,"Limited-Service Restaurants",WAIKOLOA
9478,22562.5,KAPOLEI,HI,96707,236220,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/01/2020,"First Hawaiian Bank",HI-02,"Commercial and Institutional Building Construction",KAPOLEI
9479,22550.0,WAILUKU,HI,96793,237310,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,"First Hawaiian Bank",HI-02,"Highway, Street, and Bridge Construction",WAILUKU
9480,22547.0,HONOLULU,HI,96815,722513,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,"Bank of Hawaii",HI-01,"Limited-Service Restaurants",HONOLULU
9481,22520.0,HONOLULU,HI,96822,453220,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Veteran,,5.0,04/27/2020,"Bank of Hawaii",HI-01,"Gift, Novelty, and Souvenir Stores",HONOLULU
9482,22519.0,HONOLULU,HI,96817,541430,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,"Central Pacific Bank",HI-01,"Graphic Design Services",HONOLULU
9483,22515.0,MILILANI,HI,96789,445110,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,7.0,05/20/2020,"First Hawaiian Bank",HI-01,"Supermarkets and Other Grocery (except Convenience) Stores",MILILANI
9484,22512.95,HONOLULU,HI,96813,447190,Corporation,Asian,Unanswered,Unanswered,,3.0,04/13/2020,"Hawaii Central FCU",HI-01,"Other Gasoline Stations",HONOLULU
9485,22500.0,HONOLULU,HI,96819,236115,"Sole Proprietorship",Hispanic,"Male Owned",Non-Veteran,,,06/10/2020,"Celtic Bank Corporation",HI-01,"New Single-Family Housing Construction (except For-Sale Builders)",HONOLULU
9486,22500.0,KEAAU,HI,96749,236115,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Unanswered,,3.0,05/04/2020,"Territorial Savings Bank",HI-02,"New Single-Family Housing Construction (except For-Sale Builders)",KEAAU
9487,22500.0,HONOLULU,HI,96826,443142,Corporation,Unanswered,"Male Owned",Unanswered,,2.0,04/10/2020,"Central Pacific Bank",HI-01,"Electronics Stores",HONOLULU
9488,22500.0,"EWA BEACH",HI,96706,561622,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"Central Pacific Bank",HI-01,Locksmiths,"EWA BEACH"
9489,22500.0,HONOLULU,HI,96813,523930,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,2.0,04/10/2020,"Central Pacific Bank",HI-01,"Investment Advice",HONOLULU
9490,22500.0,KAPAA,HI,96746,541990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,07/13/2020,"Cross River Bank",HI-02,"All Other Professional, Scientific, and Technical Services",KAPAA
9491,22500.0,AIEA,HI,96701,722320,"Limited Liability Partnership",Unanswered,Unanswered,Unanswered,,,04/16/2020,"Central Pacific Bank",HI-01,Caterers,AIEA
9492,22500.0,HONOLULU,HI,96819,236116,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/12/2020,"Central Pacific Bank",HI-01,"New Multifamily Housing Construction (except For-Sale Builders)",HONOLULU
9493,22500.0,HONOLULU,HI,96817,621330,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,5.0,04/12/2020,"Central Pacific Bank",HI-01,"Offices of Mental Health Practitioners (except Physicians)",HONOLULU
9494,22500.0,HONOLULU,HI,96814,621391,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-01,"Offices of Podiatrists",HONOLULU
9495,22500.0,HONOLULU,HI,96813,722511,"Professional Association",Unanswered,"Male Owned",Non-Veteran,,0.0,05/10/2020,"Central Pacific Bank",HI-01,"Full-Service Restaurants",HONOLULU
9496,22500.0,WAIPAHU,HI,96797,531110,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"Comerica Bank",HI-01,"Lessors of Residential Buildings and Dwellings",WAIPAHU
9497,22500.0,KURTISTOWN,HI,96760,562998,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,06/26/2020,"CU Hawaii FCU",HI-02,"All Other Miscellaneous Waste Management Services",KURTISTOWN
9498,22500.0,HONOLULU,HI,96813,512199,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/05/2020,"Central Pacific Bank",HI-01,"Other Motion Picture and Video Industries",HONOLULU
9499,22500.0,HONOLULU,HI,96815,624410,Corporation,Unanswered,Unanswered,Unanswered,,20.0,04/27/2020,"Central Pacific Bank",HI-01,"Child Day Care Services",HONOLULU
9500,22500.0,AIEA,HI,96701,621111,"Sole Proprietorship",Asian,"Female Owned",Non-Veteran,,3.0,08/07/2020,"Hawaii National Bank",HI-01,"Offices of Physicians (except Mental Health Specialists)",AIEA
9501,22500.0,WAILUKU,HI,96793,722310,Corporation,Unanswered,"Female Owned",Veteran,,,04/13/2020,"Bank of Hawaii",HI-02,"Food Service Contractors",WAILUKU
9502,22500.0,KAPAA,HI,96746,532284,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/05/2020,"First Hawaiian Bank",HI-02,"Recreational Goods Rental",KAPAA
9503,22500.0,KAPAA,HI,96746,453998,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/13/2020,"Kaua'i Government Employees' FCU",HI-02,"All Other Miscellaneous Store Retailers (except Tobacco Stores)",KAPAA
9504,22500.0,LIHUE,HI,96766,311919,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/06/2020,"American Savings Bank, FSB",HI-02,"Other Snack Food Manufacturing",LIHUE
9505,22500.0,HONOLULU,HI,96822,611110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,0.0,05/13/2020,"Central Pacific Bank",HI-01,"Elementary and Secondary Schools",HONOLULU
9506,22500.0,HONOLULU,HI,96816,722515,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,"First Hawaiian Bank",HI-01,"Snack and Nonalcoholic Beverage Bars",HONOLULU
9507,22500.0,HONOLULU,HI,96814,621111,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,4.0,04/07/2020,"American Savings Bank, FSB",HI-01,"Offices of Physicians (except Mental Health Specialists)",HONOLULU
9508,22500.0,HONOLULU,HI,96817,238210,Corporation,Unanswered,"Female Owned",Unanswered,,,07/21/2020,"FC Marketplace, LLC (dba Funding Circle)",HI-01,"Electrical Contractors and Other Wiring Installation Contractors",HONOLULU
9509,22500.0,KAAAWA,HI,96730,561720,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,9.0,04/07/2020,"Central Pacific Bank",HI-02,"Janitorial Services",KAAAWA
9510,22500.0,HONOLULU,HI,96821,541921,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,"Central Pacific Bank",HI-01,"Photography Studios, Portrait",HONOLULU
9511,22500.0,HONOLULU,HI,96813,541922,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Central Pacific Bank",HI-01,"Commercial Photography",HONOLULU
9512,22500.0,HONOLULU,HI,96817,453110,Corporation,Asian,"Male Owned",Non-Veteran,,9.0,04/15/2020,"Central Pacific Bank",HI-01,Florists,HONOLULU
9513,22500.0,HONOLULU,HI,96813,531210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,04/15/2020,"Central Pacific Bank",HI-01,"Offices of Real Estate Agents and Brokers",HONOLULU
9514,22500.0,HONOLULU,HI,96816,441228,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,3.0,05/20/2020,"American Savings Bank, FSB",HI-01,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",HONOLULU
9515,22487.5,KAPOLEI,HI,96707,445299,Corporation,Unanswered,Unanswered,Unanswered,,11.0,05/12/2020,"First Hawaiian Bank",HI-02,"All Other Specialty Food Stores",KAPOLEI
9516,22480.0,"KAILUA KONA",HI,96740,453998,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,"Wells Fargo Bank, National Association",HI-02,"All Other Miscellaneous Store Retailers (except Tobacco Stores)","KAILUA KONA"
9517,22473.0,HONOLULU,HI,96825,452319,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,04/27/2020,"Central Pacific Bank",HI-01,"All Other General Merchandise Stores",HONOLULU
9518,22450.0,KAILUA-KONA,HI,96740,522310,Corporation,Unanswered,"Female Owned",Non-Veteran,,3.0,04/15/2020,"Celtic Bank Corporation",HI-02,"Mortgage and Nonmortgage Loan Brokers","KAILUA KONA"
9519,22440.0,KAMUELA,HI,96743,238990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,"Central Pacific Bank",HI-02,"All Other Specialty Trade Contractors",KAMUELA
9520,22420.0,HONOLULU,HI,96826,531390,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,4.0,04/15/2020,"First Hawaiian Bank",HI-01,"Other Activities Related to Real Estate",HONOLULU
9521,22414.0,KAMUELA,HI,96743,813920,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,05/21/2020,"Bank of Hawaii",HI-02,"Professional Organizations",KAMUELA
9522,22400.0,KAILUA,HI,96734,621111,"Sole Proprietorship",Unanswered,"Male Owned",Unanswered,,1.0,05/21/2020,"Ohana Pacific Bank",HI-02,"Offices of Physicians (except Mental Health Specialists)",KAILUA
9523,22400.0,LAHAINA,HI,96761,541512,Corporation,White,Unanswered,Unanswered,,4.0,04/29/2020,"American Savings Bank, FSB",HI-02,"Computer Systems Design Services",LAHAINA
9524,22400.0,HONOLULU,HI,96817,238160,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,5.0,04/11/2020,"American Savings Bank, FSB",HI-01,"Roofing Contractors",HONOLULU
9525,22400.0,KAILUA,HI,96734,813312,"Non-Profit Organization",Unanswered,Unanswered,Non-Veteran,Y,,04/27/2020,"Bank of Hawaii",HI-02,"Environment, Conservation and Wildlife Organizations",KAILUA
9526,22400.0,WAILUKU,HI,96793,448310,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,,04/13/2020,"Bank of Hawaii",HI-02,"Jewelry Stores",WAILUKU
9527,22400.0,HONOLULU,HI,96819,323113,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/04/2020,"American Savings Bank, FSB",HI-01,"Commercial Screen Printing",HONOLULU
9528,22400.0,HONOLULU,HI,96814,624120,"Professional Association",Unanswered,Unanswered,Unanswered,,9.0,04/05/2020,"Central Pacific Bank",HI-01,"Services for the Elderly and Persons with Disabilities",HONOLULU
9529,22400.0,"EWA BEACH",HI,96706,541213,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,20.0,04/13/2020,"American Savings Bank, FSB",HI-01,"Tax Preparation Services","EWA BEACH"
9530,22400.0,"KAILUA KONA",HI,96745,541611,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"American Savings Bank, FSB",HI-02,"Administrative Management and General Management Consulting Services","KAILUA KONA"
9531,22400.0,KAHULUI,HI,96732,485991,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,05/18/2020,"American Savings Bank, FSB",HI-02,"Special Needs Transportation",KAHULUI
9532,22382.5,KANEOHE,HI,96744,332322,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"First Hawaiian Bank",HI-02,"Sheet Metal Work Manufacturing",KANEOHE
9533,22380.0,WAILUKU,HI,96793,448310,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,3.0,05/06/2020,"First Hawaiian Bank",HI-02,"Jewelry Stores",WAILUKU
9534,22371.0,LAHAINA,HI,96761,621391,"Limited  Liability Company(LLC)",Asian,"Female Owned",Unanswered,,2.0,04/28/2020,"First Hawaiian Bank",HI-02,"Offices of Podiatrists",LAHAINA
9535,22357.5,HONOLULU,HI,96813,611699,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"First Hawaiian Bank",HI-01,"All Other Miscellaneous Schools and Instruction",HONOLULU
9536,22355.0,HONOLULU,HI,96817,531311,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"First Hawaiian Bank",HI-01,"Residential Property Managers",HONOLULU
9537,22354.0,KAILUA,HI,96734,722511,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/27/2020,"Bank of Hawaii",HI-02,"Full-Service Restaurants",KAILUA
9538,22350.0,"KAILUA KONA",HI,96740,561790,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,"Bank of Hawaii",HI-02,"Other Services to Buildings and Dwellings","KAILUA KONA"
9539,22350.0,LIHUE,HI,96766,236118,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,"First Hawaiian Bank",HI-02,"Residential Remodelers",LIHUE
9540,22345.0,KAHULUI,HI,96732,453998,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,"First Hawaiian Bank",HI-02,"All Other Miscellaneous Store Retailers (except Tobacco Stores)",KAHULUI
9541,22342.5,HONOLULU,HI,96813,524126,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/02/2020,"First Hawaiian Bank",HI-01,"Direct Property and Casualty Insurance Carriers",HONOLULU
9542,22333.0,KAMUELA,HI,96743,111422,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/21/2020,"First Hawaiian Bank",HI-02,"Floriculture Production",KAMUELA
9543,22322.0,WAILUKU,HI,96793,624410,"Non-Profit Childcare Center",Unanswered,Unanswered,Unanswered,Y,2.0,04/28/2020,"First Hawaiian Bank",HI-02,"Child Day Care Services",WAILUKU
9544,22310.0,KEALAKEKUA,HI,96750,112990,Partnership,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,"First Hawaiian Bank",HI-02,"All Other Animal Production",KEALAKEKUA
9545,22310.0,WAIALUA,HI,96791,112990,Corporation,Unanswered,Unanswered,Unanswered,,,05/06/2020,"Bank of Hawaii",HI-02,"All Other Animal Production",WAIALUA
9546,22305.0,KAILUA,HI,96734,453220,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,2.0,05/27/2020,"Bank of Hawaii",HI-02,"Gift, Novelty, and Souvenir Stores",KAILUA
9547,22300.0,HONOLULU,HI,96815,561510,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,"Central Pacific Bank",HI-01,"Travel Agencies",HONOLULU
9548,22300.0,"KAILUA KONA",HI,96740,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,2.0,04/16/2020,"First Hawaiian Bank",HI-02,"Religious Organizations","KAILUA KONA"
9549,22300.0,HILO,HI,96720,541219,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/05/2020,"First Hawaiian Bank",HI-02,"Other Accounting Services",HILO
9550,22300.0,HANALEI,HI,96714,445310,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,"First Hawaiian Bank",HI-02,"Beer, Wine, and Liquor Stores",HANALEI
9551,22300.0,HONOLULU,HI,96819,722513,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,4.0,04/08/2020,"Central Pacific Bank",HI-01,"Limited-Service Restaurants",HONOLULU
9552,22300.0,KURTISTOWN,HI,96760,812910,"Non-Profit Organization",Unanswered,"Female Owned",Unanswered,Y,10.0,05/01/2020,"Hiawatha National Bank",HI-02,"Pet Care (except Veterinary) Services",KURTISTOWN
9553,22285.0,HONOLULU,HI,96819,481211,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,"Cross River Bank",HI-01,"Nonscheduled Chartered Passenger Air Transportation",HONOLULU
9554,22264.0,PUKALANI,HI,96788,541519,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,,04/28/2020,"Bank of Hawaii",HI-02,"Other Computer Related Services",PUKALANI
9555,22257.0,"KAILUA KONA",HI,96740,541720,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,"Central Pacific Bank",HI-02,"Research and Development in the Social Sciences and Humanities","KAILUA KONA"
9556,22250.0,"MOUNTAIN VIEW",HI,96771,311821,Corporation,Unanswered,Unanswered,Unanswered,,,06/12/2020,"CU Hawaii FCU",HI-02,"Cookie and Cracker Manufacturing","MOUNTAIN VIEW"
9557,22250.0,KAILUA,HI,96734,611699,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,0.0,05/02/2020,"Central Pacific Bank",HI-02,"All Other Miscellaneous Schools and Instruction",KAILUA
9558,22245.0,WAILUKU,HI,96793,492210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,05/03/2020,"Bank of Hawaii",HI-02,"Local Messengers and Local Delivery",WAILUKU
9559,22236.0,PAIA,HI,96779,722513,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,"Celtic Bank Corporation",HI-02,"Limited-Service Restaurants",PAIA
9560,22210.0,HONOLULU,HI,96814,621210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,"Bank of Hawaii",HI-01,"Offices of Dentists",HONOLULU
9561,22200.0,ANAHOLA,HI,96703,115115,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,3.0,04/09/2020,"First Hawaiian Bank",HI-02,"Farm Labor Contractors and Crew Leaders",ANAHOLA
9562,22200.0,HONOLULU,HI,96816,611710,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/10/2020,"Central Pacific Bank",HI-01,"Educational Support Services",HONOLULU
9563,22200.0,KAHULUI,HI,96732,541921,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/10/2020,"Bank of Hawaii",HI-02,"Photography Studios, Portrait",KAHULUI
9564,22200.0,HONOLULU,HI,96815,238390,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/10/2020,"American Savings Bank, FSB",HI-01,"Other Building Finishing Contractors",HONOLULU
9565,22200.0,KAILUA,HI,96734,812112,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/29/2020,"American Savings Bank, FSB",HI-02,"Beauty Salons",KAILUA
9566,22200.0,HONOLULU,HI,96817,311812,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,05/06/2020,"American Savings Bank, FSB",HI-01,"Commercial Bakeries",HONOLULU
9567,22200.0,HONOLULU,HI,96825,812990,"Limited  Liability Company(LLC)",Asian,"Female Owned",Non-Veteran,,3.0,05/06/2020,"Ohana Pacific Bank",HI-01,"All Other Personal Services",HONOLULU
9568,22200.0,LAHAINA,HI,96761,492210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,04/06/2020,"American Savings Bank, FSB",HI-02,"Local Messengers and Local Delivery",LAHAINA
9569,22200.0,LAHAINA,HI,96761,238210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,15.0,04/06/2020,"American Savings Bank, FSB",HI-02,"Electrical Contractors and Other Wiring Installation Contractors",LAHAINA
9570,22200.0,WAIPAHU,HI,96797,811412,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,"American Savings Bank, FSB",HI-01,"Appliance Repair and Maintenance",WAIPAHU
9571,22200.0,HONOLULU,HI,96814,811198,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"American Savings Bank, FSB",HI-01,"All Other Automotive Repair and Maintenance",HONOLULU
9572,22200.0,HONOLULU,HI,96813,325611,"Limited  Liability Company(LLC)",Asian,"Male Owned",Non-Veteran,,3.0,04/28/2020,"Hawaii National Bank",HI-01,"Soap and Other Detergent Manufacturing",HONOLULU
9573,22200.0,HONOLULU,HI,96814,621210,Corporation,Asian,"Male Owned",Unanswered,,5.0,04/14/2020,"Hawaii National Bank",HI-01,"Offices of Dentists",HONOLULU
9574,22200.0,KAILUA,HI,96734,812910,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"First Hawaiian Bank",HI-02,"Pet Care (except Veterinary) Services",KAILUA
9575,22200.0,HONOLULU,HI,96814,611519,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,4.0,04/08/2020,"Central Pacific Bank",HI-01,"Other Technical and Trade Schools",HONOLULU
9576,22200.0,KAILUA,HI,96734,541690,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,"Navy FCU",HI-02,"Other Scientific and Technical Consulting Services",KAILUA
9577,22200.0,WAIANAE,HI,96792,453110,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,"Central Pacific Bank",HI-02,Florists,WAIANAE
9578,22200.0,KAILUA,HI,96734,621391,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,"American Savings Bank, FSB",HI-02,"Offices of Podiatrists",KAILUA
9579,22192.5,HALEIWA,HI,96712,312140,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,"First Hawaiian Bank",HI-02,Distilleries,HALEIWA
9580,22190.0,HILO,HI,96720,441120,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,"Intuit Financing Inc.",HI-02,"Used Car Dealers",HILO
9581,22182.5,LAHAINA,HI,96761,624410,"Non-Profit Childcare Center",Unanswered,Unanswered,Unanswered,Y,4.0,04/29/2020,"First Hawaiian Bank",HI-02,"Child Day Care Services",LAHAINA
9582,22180.0,HONOLULU,HI,96814,524126,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Non-Veteran,,4.0,05/02/2020,"First Hawaiian Bank",HI-01,"Direct Property and Casualty Insurance Carriers",HONOLULU
