LoanAmount,City,Zip,JobsReported,DateApproved,MonthApproved,Lender,JobTitle,CleanedCity
28200,HONOLULU,96817,4,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",HONOLULU
28200,KAILUA KONA,96740,2,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ARCHITECTURAL SERVICES,KAILUA KONA
28200,LIHUE,96766,4,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FURNITURE STORES,LIHUE
28200,HONOLULU,96825,7,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",HOME HEALTH CARE SERVICES,HONOLULU
28200,KAHULUI,96732,1,2020-05-15T00:00:00Z,MAY,CENTRAL PACIFIC BANK,RELIGIOUS ORGANIZATIONS,KAHULUI
28200,WAIPAHU,96797,2,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,RESIDENTIAL REMODELERS,WAIPAHU
28200,KIHEI,96753,1,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ART DEALERS,KIHEI
28200,HONOLULU,96813,5,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICE ADMINISTRATIVE SERVICES,HONOLULU
28200,HILO,96720,4,2020-05-20T00:00:00Z,MAY,HOMESTREET BANK,JEWELRY STORES,HILO
28180,KULA,96790,4,2020-05-19T00:00:00Z,MAY,FIRST HAWAIIAN BANK,ALL OTHER MISCELLANEOUS CROP FARMING,KULA
28175,HONOLULU,96815,4,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,BEAUTY SALONS,HONOLULU
28165,HONOLULU,96815,1,2020-04-11T00:00:00Z,APRIL,BANK OF HAWAII,,HONOLULU
28165,KAPOLEI,96707,14,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,CLOTHING ACCESSORIES STORES,KAPOLEI
28162,HONOLULU,96814,1,2020-05-06T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,HONOLULU
28142.5,HONOLULU,96825,10,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,HONOLULU
28135,HILO,96720,3,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,GENERAL AUTOMOTIVE REPAIR,HILO
28100,HONOLULU,96818,2,2020-05-04T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",HONOLULU
28100,HAIKU,96708,3,2020-04-15T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER BUILDING FINISHING CONTRACTORS,HAIKU
28100,HALEIWA,96712,10,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FULL-SERVICE RESTAURANTS,HALEIWA
28100,MILILANI,96789,4,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),MILILANI
28100,KILAUEA,96754,1,2020-05-12T00:00:00Z,MAY,FIRST FOUNDATION BANK,DENTAL LABORATORIES,KILAUEA
28100,WAIPAHU,96797,3,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF DENTISTS,WAIPAHU
28100,WAIPAHU,96797,10,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FLOOR COVERING STORES,WAIPAHU
28100,HONOLULU,96821,2,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",HONOLULU
28100,WAILUKU,96793,12,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",RESIDENTIAL INTELLECTUAL AND DEVELOPMENTAL DISABILITY FACILITIES,WAILUKU
28100,LIHUE,96766,4,2020-05-18T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB","SCENIC AND SIGHTSEEING TRANSPORTATION, OTHER",LIHUE
28091.25,KAILUA KONA,96740,3,2020-08-01T00:00:00Z,AUGUST,HAWAII COMMUNITY FCU,LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS,KAILUA KONA
28085,WAIPAHU,96797,4,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,"WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",WAIPAHU
28080,PAIA,96779,4,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,WOMEN'S CLOTHING STORES,PAIA
28072,HONOLULU,96813,2,2020-05-19T00:00:00Z,MAY,BANK OF HAWAII,OFFICES OF REAL ESTATE APPRAISERS,HONOLULU
28070,KAMUELA,96743,8,2020-05-04T00:00:00Z,MAY,FIRST HAWAIIAN BANK,FULL-SERVICE RESTAURANTS,KAMUELA
28070,KIHEI,96753,5,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,TOUR OPERATORS,KIHEI
28070,PRINCEVILLE,96722,3,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,"BEER, WINE, AND LIQUOR STORES",PRINCEVILLE
28067.5,HONOLULU,96813,20,2020-05-01T00:00:00Z,MAY,FIRST HAWAIIAN BANK,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",HONOLULU
28062,KAILUA-KONA,96740,4,2020-04-11T00:00:00Z,APRIL,CROSS RIVER BANK,BOOK STORES,KAILUA KONA
28060,AIEA,96701,1,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,CHILD DAY CARE SERVICES,AIEA
28040,HONOLULU,96814,1,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,BEAUTY SALONS,HONOLULU
28022,HONOLULU,96817,2,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,APPLIANCE REPAIR AND MAINTENANCE,HONOLULU
28002,KALAHEO,96741,3,2020-05-03T00:00:00Z,MAY,"U.S. BANK, NATIONAL ASSOCIATION",,KALAHEO
28000,KAPOLEI,96707,10,2020-04-15T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LIMITED-SERVICE RESTAURANTS,KAPOLEI
28000,HONOLULU,96819,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,CATERERS,HONOLULU
28000,HONOLULU,96826,11,2020-05-06T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),HONOLULU
28000,HONOLULU,96817,3,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES),HONOLULU
28000,EWA BEACH,96706,2,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",JANITORIAL SERVICES,EWA BEACH
28000,AIEA,96701,2,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,MORTGAGE AND NONMORTGAGE LOAN BROKERS,AIEA
28000,HONOLULU,96815,16,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
28000,HONOLULU,96826,15,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,FITNESS AND RECREATIONAL SPORTS CENTERS,HONOLULU
28000,HONOLULU,96814,3,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF CHIROPRACTORS,HONOLULU
28000,PEARL CITY,96782,7,2020-05-02T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",GASOLINE STATIONS WITH CONVENIENCE STORES,PEARL CITY
27995,KANEOHE,96744,6,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,PAINTING AND WALL COVERING CONTRACTORS,KANEOHE
27989,KALAHEO,96741,5,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),KALAHEO
27983,HONOLULU,96826,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,SHOE STORES,HONOLULU
27960,HONOLULU,96814,9,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,JEWELRY STORES,HONOLULU
27950,KEAAU,96749,1,2020-05-13T00:00:00Z,MAY,SMALL BUSINESS BANK,PACKING AND CRATING,KEAAU
27941,HONOLULU,96819,5,2020-04-27T00:00:00Z,APRIL,"KABBAGE, INC.",GENERAL LINE GROCERY MERCHANT WHOLESALERS,HONOLULU
27939,KOLOA,96756,2,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),KOLOA
27930,HONOLULU,96814,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,LESSORS OF OTHER REAL ESTATE PROPERTY,HONOLULU
27900,KIHEI,96753,3,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,CHILD DAY CARE SERVICES,KIHEI
27900,HONOLULU,96813,2,2020-04-10T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",GRAPHIC DESIGN SERVICES,HONOLULU
27900,KAILUA,96734,1,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",COMPUTER SYSTEMS DESIGN SERVICES,KAILUA
27900,HONOLULU,96825,8,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,LIMITED-SERVICE RESTAURANTS,HONOLULU
27900,KAPAA,96746,5,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",GENERAL AUTOMOTIVE REPAIR,KAPAA
27900,HONOLULU,96819,4,2020-04-08T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",VENDING MACHINE OPERATORS,HONOLULU
27900,HONOLULU,96813,2,2020-05-01T00:00:00Z,MAY,HAWAII NATIONAL BANK,OTHER ACCOUNTING SERVICES,HONOLULU
27900,KULA,96790,5,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RECREATIONAL GOODS RENTAL,KULA
27892,KAPAA,96746,1,2020-06-16T00:00:00Z,JUNE,BANK OF HAWAII,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),KAPAA
27858.96,HAIKU,96708,2,2020-04-30T00:00:00Z,APRIL,CELTIC BANK CORPORATION,JEWELRY STORES,HAIKU
27845,WAIMANALO,96795,1,2020-04-15T00:00:00Z,APRIL,BANK OF HAWAII,ROOFING CONTRACTORS,WAIMANALO
27840,MILILANI,96789,2,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OTHER MANAGEMENT CONSULTING SERVICES,MILILANI
27830,WAIANAE,96792,6,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,WAIANAE
27830,HONOLULU,96813,1,2020-04-15T00:00:00Z,APRIL,BANK OF HAWAII,SNACK AND NONALCOHOLIC BEVERAGE BARS,HONOLULU
27800,HONOLULU,96825,2,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,MARKETING CONSULTING SERVICES,HONOLULU
27800,HONOLULU,96815,4,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER PERSONAL CARE SERVICES,HONOLULU
27800,HONOLULU,96815,7,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,DRINKING PLACES (ALCOHOLIC BEVERAGES),HONOLULU
27800,KAILUA,96734,8,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,RELIGIOUS ORGANIZATIONS,KAILUA
27800,HILO,96720,6,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HILO
27800,MILILANI,96789,8,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FULL-SERVICE RESTAURANTS,MILILANI
27800,HONOLULU,96814,2,2020-05-08T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE,HONOLULU
27800,MILILANI,96789,6,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF OPTOMETRISTS,MILILANI
27800,HONOLULU,96815,2,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,CONVENIENCE STORES,HONOLULU
27790,KAPAAU,96755,4,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,LIMITED-SERVICE RESTAURANTS,KAPAAU
27790,HONOLULU,96837,2,2020-05-01T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,HONOLULU
27760,WAIPAHU,96797,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),WAIPAHU
27757.5,PRINCEVILLE,96722,7,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,PRINCEVILLE
27750,EWA BEACH,96706,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,INSURANCE AGENCIES AND BROKERAGES,EWA BEACH
27750,HILO,96720,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,HILO
27750,HONOLULU,96817,1,2020-06-04T00:00:00Z,JUNE,CENTRAL PACIFIC BANK,PERISHABLE PREPARED FOOD MANUFACTURING,HONOLULU
27740,WAILUKU,96793,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,MOBILE FOOD SERVICES,WAILUKU
27710,LIHUE,96766,3,2020-04-30T00:00:00Z,APRIL,GATHER FCU,OFFICES OF LAWYERS,LIHUE
27705,HONOLULU,96821,1,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,HONOLULU
27705,HONOLULU,96813,2,2020-05-01T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OFFICES OF LAWYERS,HONOLULU
27700,KAILUA KONA,96740,3,2020-04-10T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FLOORING CONTRACTORS,KAILUA KONA
27700,HONOLULU,96822,4,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",MARKETING CONSULTING SERVICES,HONOLULU
27700,HONOLULU,96813,4,2020-04-12T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES,HONOLULU
27700,HONOLULU,96814,1,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,TAXI SERVICE,HONOLULU
27700,HONOLULU,96813,2,2020-04-07T00:00:00Z,APRIL,HAWAII NATIONAL BANK,OFFICES OF LAWYERS,HONOLULU
27700,HONOLULU,96826,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,HONOLULU
27695,WAHIAWA,96786,1,2020-05-12T00:00:00Z,MAY,CENTRAL PACIFIC BANK,GENERAL AUTOMOTIVE REPAIR,WAHIAWA
27685,HONOLULU,96816,1,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OFFICES OF OPTOMETRISTS,HONOLULU
27667,HONOLULU,96822,4,2020-04-27T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,JEWELRY STORES,HONOLULU
27665,HONOLULU,96815,3,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,WOMEN'S CLOTHING STORES,HONOLULU
27660,KANEOHE,96744,5,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,LIMITED-SERVICE RESTAURANTS,KANEOHE
27650,LAHAINA,96761,9,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OFFICE ADMINISTRATIVE SERVICES,LAHAINA
27645,HONOLULU,96814,2,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
27632,HONOLULU,96813,1,2020-05-04T00:00:00Z,MAY,BANK OF HAWAII,OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
27600,HONOLULU,96814,1,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
27600,HONOLULU,96819,5,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING,HONOLULU
27600,LIHUE,96766,3,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,COMMERCIAL SCREEN PRINTING,LIHUE
27600,LAHAINA,96761,2,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,LAHAINA
27600,WAIPAHU,96797,5,2020-05-03T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION,WAIPAHU
27565,KAHULUI,96732,1,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,GENERAL AUTOMOTIVE REPAIR,KAHULUI
27564,HONOLULU,96813,1,2020-05-07T00:00:00Z,MAY,FIRST HAWAIIAN BANK,PAINTING AND WALL COVERING CONTRACTORS,HONOLULU
27557.37,HONOLULU,96828,3,2020-05-26T00:00:00Z,MAY,CELTIC BANK CORPORATION,LIMITED-SERVICE RESTAURANTS,HONOLULU
27542,LAHAINA,96761,1,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,PERIODICAL PUBLISHERS,LAHAINA
27532.5,KAMUELA,96743,6,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FRUIT AND VEGETABLE MARKETS,KAMUELA
27530,HONOLULU,96817,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS),HONOLULU
27522,KAMUELA,96743,8,2020-04-29T00:00:00Z,APRIL,BANK OF HAWAII,LANDSCAPING SERVICES,KAMUELA
27514,HONOLULU,96817,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",HONOLULU
27500,"KAILUA KONA,",96740,8,2020-04-10T00:00:00Z,APRIL,"READYCAP LENDING, LLC",SNACK AND NONALCOHOLIC BEVERAGE BARS,KAILUA KONA
27500,KAILUA,96734,3,2020-04-15T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LANDSCAPE ARCHITECTURAL SERVICES,KAILUA
27500,KAILUA KONA,96745,3,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER SERVICES TO BUILDINGS AND DWELLINGS,KAILUA KONA
27500,WAIPAHU,96797,4,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",WAIPAHU
27500,HONOLULU,96822,1,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HONOLULU
27500,HILO,96720,2,2020-04-16T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",SITE PREPARATION CONTRACTORS,HILO
27500,HONOLULU,96822,1,2020-07-14T00:00:00Z,JULY,"FC MARKETPLACE, LLC (DBA FUNDING CIRCLE)",BEAUTY SALONS,HONOLULU
27500,HONOLULU,96813,17,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",HONOLULU
27500,HONOLULU,96817,3,2020-04-11T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,DRINKING PLACES (ALCOHOLIC BEVERAGES),HONOLULU
27500,HONOLULU,96808,2,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,USED CAR DEALERS,HONOLULU
27500,KAILUA,96734,2,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,MOTION PICTURE AND VIDEO PRODUCTION,KAILUA
27500,KAILUA,96734,3,2020-04-12T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),KAILUA
27500,MAKAWAO,96768,1,2020-05-27T00:00:00Z,MAY,CENTRAL PACIFIC BANK,WOMEN'S CLOTHING STORES,MAKAWAO
27500,LAHAINA,96761,10,2020-04-04T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"GIFT, NOVELTY, AND SOUVENIR STORES",LAHAINA
27500,HOLUALOA,96725,4,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,ROOFING CONTRACTORS,HOLUALOA
27500,HONOLULU,96815,5,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OTHER SERVICES RELATED TO ADVERTISING,HONOLULU
27500,LIHUE,96766,2,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RESIDENTIAL PROPERTY MANAGERS,LIHUE
27500,HONOLULU,96815,2,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ALL OTHER TRAVELER ACCOMMODATION,HONOLULU
27500,KAILUA,96734,1,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF DENTISTS,KAILUA
27500,HONOLULU,96815,10,2020-04-27T00:00:00Z,APRIL,HAWAIIUSA FCU,LIMITED-SERVICE RESTAURANTS,HONOLULU
27500,HILO,96720,5,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,HILO
27500,PUUNENE,96784,4,2020-04-14T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","GENERAL FREIGHT TRUCKING, LOCAL",PUUNENE
27500,HONOLULUONOLULU,96814,1,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,HONOLULU
27500,WAILUKU,96793,2,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ASSISTED LIVING FACILITIES FOR THE ELDERLY,WAILUKU
27500,PEARL CITY,96782,18,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",PEARL CITY
27500,KANEOHE,96744,1,2020-04-14T00:00:00Z,APRIL,HAWAII NATIONAL BANK,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,KANEOHE
27500,"LANAI CITY,",96763,7,2020-04-15T00:00:00Z,APRIL,"READYCAP LENDING, LLC",ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),LANAI CITY
27500,HONOLULU,96815,10,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FULL-SERVICE RESTAURANTS,HONOLULU
27500,HONOLULU,96817,2,2020-04-08T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FLORISTS,HONOLULU
27500,KIHEI,96753,12,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,KIHEI
27500,KANEOHE,96744,6,2020-04-08T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,OTHER PERSONAL CARE SERVICES,KANEOHE
27500,HONOLULU,96816,5,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FISH AND SEAFOOD MARKETS,HONOLULU
27500,HONOLULU,96803,1,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
27500,AIEA,96701,13,2020-04-09T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,LIMITED-SERVICE RESTAURANTS,AIEA
27485,HONLULU,96817,5,2020-05-29T00:00:00Z,MAY,FIRST HAWAIIAN BANK,CIVIC AND SOCIAL ORGANIZATIONS,HONOLULU
27482.5,HONOLULU,96817,1,2020-06-06T00:00:00Z,JUNE,"FUNDBOX, INC.",PAINTING AND WALL COVERING CONTRACTORS,HONOLULU
27477,KAILUA KONA,96740,7,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,FURNITURE STORES,KAILUA KONA
27437.5,WAILUKU,96793,3,2020-04-29T00:00:00Z,APRIL,AMERICAN EXPRESS NATIONAL BANK,OTHER ACTIVITIES RELATED TO REAL ESTATE,WAILUKU
27437,HAIKU,96708,3,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,HAIKU
27435,VOLCANO,96785,1,2020-04-30T00:00:00Z,APRIL,BANK OF HAWAII,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",VOLCANO
27432.5,HONOLULU,96813,10,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ALL OTHER SPECIALTY FOOD STORES,HONOLULU
27406,LIHUE,96766,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,GENERAL AUTOMOTIVE REPAIR,LIHUE
27400,LAHAINA,96761,4,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,RESIDENTIAL PROPERTY MANAGERS,LAHAINA
27400,LIHUE,96766,7,2020-04-11T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",CHILD DAY CARE SERVICES,LIHUE
27400,KILAUEA,96754,3,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"GIFT, NOVELTY, AND SOUVENIR STORES",KILAUEA
27400,KAPOLEI,96707,9,2020-04-06T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,EDUCATIONAL SUPPORT SERVICES,KAPOLEI
27400,HONOLULU,96815,1,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,RECREATIONAL GOODS RENTAL,HONOLULU
27400,KAILUA KONA,96740,3,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),KAILUA KONA
27400,HONOLULU,96813,4,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,INVESTMENT ADVICE,HONOLULU
27392.5,HANALEI,96714,3,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,SITE PREPARATION CONTRACTORS,HANALEI
27389,KAILUA,96734,1,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,FAMILY CLOTHING STORES,KAILUA
