,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,2017 NAICS Code,2017 NAICS Title
8726,25500.0,KAPAA,HI,96746,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,Gather FCU,HI-02,531210,Offices of Real Estate Agents and Brokers
8727,25500.0,HONOLULU,HI,96826,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,8.0,06/26/2020,Ohana Pacific Bank,HI-01,813110,Religious Organizations 
8728,25500.0,HONOLULU,HI,96811,238390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01,238390,Other Building Finishing Contractors
8729,25500.0,HONOLULU,HI,96814,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,6.0,04/05/2020,"American Savings Bank, FSB",HI-01,722511,Full-Service Restaurants 
8730,25500.0,HONOLULU,HI,96816,722513,Corporation,Unanswered,Unanswered,Unanswered,,6.0,05/12/2020,"American Savings Bank, FSB",HI-01,722513,Limited-Service Restaurants 
8731,25500.0,HONOLULU,HI,96814,812990,Corporation,Unanswered,Unanswered,Unanswered,,4.0,07/21/2020,"Bank of America, National Association",HI-01,812990,All Other Personal Services 
8732,25500.0,HONOLULUlulu,HI,96814,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-01,722511,Full-Service Restaurants 
8733,25470.0,HONOLULU,HI,96815,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,05/19/2020,Bank of Hawaii,HI-01,722513,Limited-Service Restaurants 
8734,25449.0,MAKAWAOawao,HI,96768,541330,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,,04/14/2020,Central Pacific Bank,HI-02,541330,Engineering Services
8735,25430.0,WAILUKU,HI,96793,721110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,05/28/2020,Intuit Financing Inc.,HI-02,721110,Hotels (except Casino Hotels) and Motels 
8736,25417.5,Honolulu,HI,96830,453220,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3.0,04/30/2020,First Hawaiian Bank,HI-01,453220,"Gift, Novelty, and Souvenir Stores "
8737,25417.5,Kalaheo,HI,96741,721110,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,First Hawaiian Bank,HI-02,721110,Hotels (except Casino Hotels) and Motels 
8738,25412.5,Hilo,HI,96720,531320,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,3.0,04/28/2020,First Hawaiian Bank,HI-02,531320,Offices of Real Estate Appraisers 
8739,25410.0,KIHEI,HI,96753,238210,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,Bank of Hawaii,HI-02,238210,Electrical Contractors and Other Wiring Installation Contractors
8740,25400.0,HONOLULU,HI,96814,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/09/2020,Central Pacific Bank,HI-01,722513,Limited-Service Restaurants 
8741,25400.0,AIEA,HI,96701,541211,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-01,541211,Offices of Certified Public Accountants 
8742,25400.0,KIHEI,HI,96753,448150,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/12/2020,Central Pacific Bank,HI-02,448150,Clothing Accessories Stores 
8743,25400.0,HONOLULU,HI,96816,453220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/11/2020,"American Savings Bank, FSB",HI-01,453220,"Gift, Novelty, and Souvenir Stores "
8744,25400.0,Hilo,HI,96720,111421,Corporation,Asian,Female Owned,Non-Veteran,,5.0,04/27/2020,Hawaii National Bank,HI-02,111421,Nursery and Tree Production 
8745,25400.0,KAILUA,HI,96734,451211,Corporation,Unanswered,Female Owned,Unanswered,,12.0,04/27/2020,Central Pacific Bank,HI-02,451211,Book Stores 
8746,25400.0,HALEIWA,HI,96712,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,05/13/2020,"American Savings Bank, FSB",HI-02,722513,Limited-Service Restaurants 
8747,25400.0,PEARL CITY,HI,96782,236116,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,Central Pacific Bank,HI-01,236116,New Multifamily Housing Construction (except For-Sale Builders) 
8748,25400.0,HONOLULU,HI,96813,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,10.0,04/14/2020,First Hawaiian Bank,HI-01,722511,Full-Service Restaurants 
8749,25400.0,WAILUKU,HI,96793,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/08/2020,Central Pacific Bank,HI-02,541211,Offices of Certified Public Accountants 
8750,25400.0,HONOLULU,HI,96822,722513,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,13.0,06/09/2020,"American Savings Bank, FSB",HI-01,722513,Limited-Service Restaurants 
8751,25395.0,HONOLULU,HI,96821,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,First Hawaiian Bank,HI-01,541990,"All Other Professional, Scientific, and Technical Services"
8752,25395.0,HONOLULU,HI,96826,453110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/21/2020,Bank of Hawaii,HI-01,453110,Florists 
8753,25367.0,Honolulu,HI,96817,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/02/2020,First Hawaiian Bank,HI-01,621210,Offices of Dentists 
8754,25363.0,Honolulu,HI,96813,624110,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-01,624110,Child and Youth Services 
8755,25345.0,HONOLULU,HI,96813,524298,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2.0,05/11/2020,Bank of Hawaii,HI-01,524298,All Other Insurance Related Activities 
8756,25335.0,AIEA,HI,96701,812310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01,812310,Coin-Operated Laundries and Drycleaners 
8757,25335.0,Hilo,HI,96720,721199,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,05/11/2020,Cross River Bank,HI-02,721199,All Other Traveler Accommodation 
8758,25327.0,Honolulu,HI,96824,236118,Corporation,Unanswered,Unanswered,Unanswered,,7.0,05/27/2020,WebBank,HI-01,236118,Residential Remodelers 
8759,25310.0,Honolulu,HI,96825,453998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12.0,04/14/2020,First Hawaiian Bank,HI-01,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores) 
8760,25300.0,HONOLULU,HI,96814,315210,Corporation,Unanswered,Unanswered,Unanswered,,4.0,05/08/2020,"American Savings Bank, FSB",HI-01,315210,Cut and Sew Apparel Contractors 
8761,25300.0,MILILANI,HI,96789,236118,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,Central Pacific Bank,HI-01,236118,Residential Remodelers 
8762,25300.0,EWA BEACH,HI,96706,531390,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,Central Pacific Bank,HI-01,531390,Other Activities Related to Real Estate 
8763,25300.0,EWA BEACH,HI,96706,541219,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,2.0,04/07/2020,Central Pacific Bank,HI-01,541219,Other Accounting Services 
8764,25300.0,Honolulu,HI,96814,813930,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,7.0,05/16/2020,First Hawaiian Bank,HI-01,813930,Labor Unions and Similar Labor Organizations 
8765,25300.0,Kailua Kona,HI,96740,442299,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-02,442299,All Other Home Furnishings Stores 
8766,25300.0,Lahaina,HI,96761,722511,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank,HI-02,722511,Full-Service Restaurants 
8767,25300.0,HONOLULU,HI,96819,811111,Corporation,Asian,Female Owned,Non-Veteran,,3.0,04/09/2020,First Hawaiian Bank,HI-01,811111,General Automotive Repair 
8768,25297.0,Aiea,HI,96701,541330,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,First Hawaiian Bank,HI-01,541330,Engineering Services
8769,25287.0,HONOLULUonolulu,HI,96816,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
8770,25285.0,Honolulu,HI,96819,311991,Corporation,Unanswered,Unanswered,Unanswered,,4.0,05/08/2020,First Hawaiian Bank,HI-01,311991,Perishable Prepared Food Manufacturing 
8771,25280.0,Honolulu,HI,96815,448120,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,First Hawaiian Bank,HI-01,448120,Women's Clothing Stores 
8772,25275.0,HONOLULU,HI,96816,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01,541211,Offices of Certified Public Accountants 
8773,25267.0,HONOLULU,HI,96814,448310,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,Bank of Hawaii,HI-01,448310,Jewelry Stores 
8774,25262.0,KAHULUI,HI,96732,541110,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii,HI-02,541110,Offices of Lawyers
8775,25230.0,HONOLULU,HI,96821,236116,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6.0,05/04/2020,First Hawaiian Bank,HI-01,236116,New Multifamily Housing Construction (except For-Sale Builders) 
8776,25222.0,HOLUALOA,HI,96725,811412,Corporation,Unanswered,Male Owned,Non-Veteran,,2.0,04/28/2020,Bank of Hawaii,HI-02,811412,Appliance Repair and Maintenance 
8777,25220.0,HONOLULU,HI,96814,722410,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-01,722410,Drinking Places (Alcoholic Beverages) 
8778,25207.0,HONOLULU,HI,96816,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Bank of Hawaii,HI-01,531210,Offices of Real Estate Agents and Brokers
8779,25202.5,Honolulu,HI,96814,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13.0,05/02/2020,First Hawaiian Bank,HI-01,722511,Full-Service Restaurants 
8780,25200.0,KIHEI,HI,96753,444220,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/10/2020,Central Pacific Bank,HI-02,444220,"Nursery, Garden Center, and Farm Supply Stores "
8781,25200.0,Kaneohe,HI,96744,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/29/2020,"American Savings Bank, FSB",HI-02,722511,Full-Service Restaurants 
8782,25200.0,HONOLULU,HI,96817,541990,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,"American Savings Bank, FSB",HI-01,541990,"All Other Professional, Scientific, and Technical Services"
8783,25200.0,HONOLULU,HI,96814,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/11/2020,Central Pacific Bank,HI-01,541110,Offices of Lawyers
8784,25200.0,Honolulu,HI,96814,531311,Corporation,Unanswered,Male Owned,Non-Veteran,,0.0,05/08/2020,Central Pacific Bank,HI-01,531311,Residential Property Managers 
8785,25200.0,HONOLULU,HI,96817,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/13/2020,First Hawaiian Bank,HI-01,236118,Residential Remodelers 
8786,25200.0,HONOLULU,HI,96815,541410,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,4.0,05/01/2020,"American Savings Bank, FSB",HI-01,541410,Interior Design Services
8787,25197.5,Lihue,HI,96766,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,First Hawaiian Bank,HI-02,621210,Offices of Dentists 
8788,25186.46,Lahaina,HI,96761,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,Celtic Bank Corporation,HI-02,541990,"All Other Professional, Scientific, and Technical Services"
8789,25181.0,HONOLULU,HI,96815,238340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/17/2020,"FC Marketplace, LLC (dba Funding Circle)",HI-01,238340,Tile and Terrazzo Contractors
8790,25162.0,KEAAU,HI,96749,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/30/2020,First Hawaiian Bank,HI-02,722513,Limited-Service Restaurants 
8791,25142.0,WAIPAHU,HI,96797,541211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/15/2020,Intuit Financing Inc.,HI-01,541211,Offices of Certified Public Accountants 
8792,25135.0,Honolulu,HI,96817,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/29/2020,First Hawaiian Bank,HI-01,,
8793,25135.0,HONOLULU,HI,96826,453991,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii,HI-01,453991,Tobacco Stores 
8794,25121.0,Honolulu,HI,96813,621111,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
8795,25120.0,Honolulu,HI,96814,621210,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/07/2020,First Hawaiian Bank,HI-01,621210,Offices of Dentists 
8796,25120.0,HONOLULU,HI,96814,561520,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,Bank of Hawaii,HI-01,561520,Tour Operators
8797,25105.0,HALEIWA,HI,96712,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,Bank of Hawaii,HI-02,541219,Other Accounting Services 
8798,25102.5,Kalaheo,HI,96741,236118,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/29/2020,Gather FCU,HI-02,236118,Residential Remodelers 
8799,25100.0,HONOLULU,HI,96819,722320,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,2.0,04/10/2020,"American Savings Bank, FSB",HI-01,722320,Caterers
8800,25100.0,HONOLULU,HI,96814,622110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/03/2020,"American Savings Bank, FSB",HI-01,622110,General Medical and Surgical Hospitals 
8801,25100.0,HONOLULU,HI,96814,541820,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/04/2020,Central Pacific Bank,HI-01,541820,Public Relations Agencies
8802,25100.0,HONOLULU,HI,96822,238210,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/04/2020,"American Savings Bank, FSB",HI-01,238210,Electrical Contractors and Other Wiring Installation Contractors
8803,25100.0,HONOLULU,HI,96813,541430,Partnership,Unanswered,Unanswered,Unanswered,,2.0,04/13/2020,Central Pacific Bank,HI-01,541430,Graphic Design Services
8804,25100.0,KANEOHE,HI,96744,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,5.0,04/07/2020,Bank of Hawaii,HI-02,813110,Religious Organizations 
8805,25100.0,KEALAKEKUA,HI,96750,238350,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/07/2020,Central Pacific Bank,HI-02,238350,Finish Carpentry Contractors
8806,25100.0,KAMUELA,HI,96743,541211,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,"American Savings Bank, FSB",HI-02,541211,Offices of Certified Public Accountants 
8807,25088.0,Kailua Kona,HI,96740,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/15/2020,First Hawaiian Bank,HI-02,238210,Electrical Contractors and Other Wiring Installation Contractors
8808,25082.5,Kapaa,HI,96746,238290,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,First Hawaiian Bank,HI-02,238290,Other Building Equipment Contractors 
8809,25075.0,HONOLULU,HI,96816,722511,Corporation,Unanswered,Unanswered,Unanswered,,15.0,04/27/2020,Bank of Hawaii,HI-01,722511,Full-Service Restaurants 
8810,25052.0,HILO,HI,96720,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,04/27/2020,Bank of Hawaii,HI-02,813110,Religious Organizations 
8811,25020.0,Kailua Kona,HI,96745,336214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,05/29/2020,First Hawaiian Bank,HI-02,336214,Travel Trailer and Camper Manufacturing 
8812,25005.0,HONOLULU,HI,96816,333414,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/15/2020,Bank of Hawaii,HI-01,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing 
8813,25001.0,EWA BEACH,HI,96706,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank,HI-01,561730,Landscaping Services
8814,25000.0,PEARL CITY,HI,96782,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,"American Savings Bank, FSB",HI-01,812113,Nail Salons 
8815,25000.0,HILO,HI,96720,621310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,Central Pacific Bank,HI-02,621310,Offices of Chiropractors 
8816,25000.0,KANEOHE,HI,96744,541921,Limited  Liability Company(LLC),White,Female Owned,Veteran,,4.0,04/10/2020,Central Pacific Bank,HI-02,541921,"Photography Studios, Portrait "
8817,25000.0,KALAHEO,HI,96756,541310,Corporation,Unanswered,Female Owned,Non-Veteran,,2.0,04/10/2020,Central Pacific Bank,HI-02,541310,Architectural Services
8818,25000.0,KAILUA,HI,96734,236115,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,Central Pacific Bank,HI-02,236115,New Single-Family Housing Construction (except For-Sale Builders) 
8819,25000.0,Kailua,HI,96734,623110,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,Central Pacific Bank,HI-02,623110,Nursing Care Facilities (Skilled Nursing Facilities) 
8820,25000.0,waimanalo,HI,96795,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/04/2020,First Hawaiian Bank,HI-02,621111,Offices of Physicians (except Mental Health Specialists) 
8821,25000.0,LIHUE,HI,96766,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/15/2020,"American Savings Bank, FSB",HI-02,811111,General Automotive Repair 
8822,25000.0,LIHUE,HI,96766,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/10/2020,Gather FCU,HI-02,722513,Limited-Service Restaurants 
8823,25000.0,WAIPAHU,HI,96797,541213,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/10/2020,Central Pacific Bank,HI-01,541213,Tax Preparation Services 
8824,25000.0,KAILUA,HI,96734,447110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,Central Pacific Bank,HI-02,447110,Gasoline Stations with Convenience Stores 
8825,25000.0,honolulu,HI,96815,541618,Corporation,Unanswered,Female Owned,Non-Veteran,,0.0,04/29/2020,Central Pacific Bank,HI-01,541618,Other Management Consulting Services 
8826,25000.0,KANEOHE,HI,96744,532490,Corporation,Unanswered,Male Owned,Non-Veteran,,3.0,04/10/2020,Central Pacific Bank,HI-02,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing 
8827,25000.0,WAIPAHU,HI,96797,423450,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,Central Pacific Bank,HI-01,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers "
8828,25000.0,MAKAWAO,HI,96768,611620,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/10/2020,Central Pacific Bank,HI-02,611620,Sports and Recreation Instruction 
8829,25000.0,KOLOA,HI,96756,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,05/06/2020,Gather FCU,HI-02,722511,Full-Service Restaurants 
8830,25000.0,KAILUA,HI,96734,524210,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,"American Savings Bank, FSB",HI-02,524210,Insurance Agencies and Brokerages 
8831,25000.0,Ewa Beach,HI,96706,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/29/2020,"American Savings Bank, FSB",HI-01,236118,Residential Remodelers 
8832,25000.0,KAHULUI,HI,96732,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,First Hawaiian Bank,HI-02,541110,Offices of Lawyers
8833,25000.0,HONOLULU,HI,96816,621210,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/16/2020,First Hawaiian Bank,HI-01,621210,Offices of Dentists 
8834,25000.0,WAIPAHU,HI,96797,441120,Corporation,Unanswered,Male Owned,Non-Veteran,,4.0,04/10/2020,Central Pacific Bank,HI-01,441120,Used Car Dealers 
8835,25000.0,HONOLULU,HI,96813,811111,Corporation,Unanswered,Unanswered,Unanswered,,17.0,04/11/2020,Central Pacific Bank,HI-01,811111,General Automotive Repair 
8836,25000.0,HONOLULU,HI,96815,453220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,Bank of Hawaii,HI-01,453220,"Gift, Novelty, and Souvenir Stores "
8837,25000.0,HONOLULU,HI,96814,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/16/2020,Central Pacific Bank,HI-01,812112,Beauty Salons 
8838,25000.0,KANEOHE,HI,96744,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank,HI-02,722513,Limited-Service Restaurants 
8839,25000.0,HONOLULUulu,HI,96813,541211,Corporation,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank,HI-01,541211,Offices of Certified Public Accountants 
8840,25000.0,HONOLULU,HI,96815,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/01/2020,"JPMorgan Chase Bank, National Association",HI-01,,
8841,25000.0,HONOLULU,HI,96814,611610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,Central Pacific Bank,HI-01,611610,Fine Arts Schools 
8842,25000.0,HONOLULU,HI,96815,453220,Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/11/2020,Central Pacific Bank,HI-01,453220,"Gift, Novelty, and Souvenir Stores "
8843,25000.0,HONOLULU,HI,96822,238210,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii,HI-01,238210,Electrical Contractors and Other Wiring Installation Contractors
8844,25000.0,HONOLULU,HI,96815,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,Bank of Hawaii,HI-01,531110,Lessors of Residential Buildings and Dwellings 
8845,25000.0,HONOLULU,HI,96815,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/11/2020,Central Pacific Bank,HI-01,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) 
8846,25000.0,Paia,HI,96779,721199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,08/05/2020,Cross River Bank,HI-02,721199,All Other Traveler Accommodation 
8847,25000.0,Makawao,HI,96768,236118,Sole Proprietorship,White,Unanswered,Unanswered,,0.0,05/26/2020,"Harvest Small Business Finance, LLC",HI-02,236118,Residential Remodelers 
8848,25000.0,WAILUKU,HI,96793,541320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/11/2020,Central Pacific Bank,HI-02,541320,Landscape Architectural Services
8849,25000.0,HONOLULU,HI,96818,541219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/12/2020,Central Pacific Bank,HI-01,541219,Other Accounting Services 
8850,25000.0,PRINCEVILLE,HI,96722,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,1.0,04/27/2020,Bank of Hawaii,HI-02,722511,Full-Service Restaurants 
8851,25000.0,HONOLULU,HI,96826,531210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/12/2020,"American Savings Bank, FSB",HI-01,531210,Offices of Real Estate Agents and Brokers
8852,25000.0,KAPOLEI,HI,96707,561720,Corporation,Unanswered,Unanswered,Unanswered,,7.0,05/08/2020,Bank of Hawaii,HI-02,561720,Janitorial Services 
8853,25000.0,HONOLULU,HI,96815,561599,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,7.0,04/03/2020,Ohana Pacific Bank,HI-01,561599,All Other Travel Arrangement and Reservation Services 
8854,25000.0,EWA BEACH,HI,96706,541350,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,Bank of Hawaii,HI-01,541350,Building Inspection Services
8855,25000.0,HONOLULU,HI,96813,541110,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/13/2020,Central Pacific Bank,HI-01,541110,Offices of Lawyers
8856,25000.0,Keaau,HI,96749,541370,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,First Hawaiian Bank,HI-02,541370,Surveying and Mapping (except Geophysical) Services
8857,25000.0,HONOLULU,HI,96826,621111,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/04/2020,Central Pacific Bank,HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
8858,25000.0,HONOLULU,HI,96825,541219,Self-Employed Individuals,Unanswered,Male Owned,Unanswered,,0.0,04/30/2020,First Hawaiian Bank,HI-01,541219,Other Accounting Services 
8859,25000.0,HONOLULU,HI,96813,621111,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/05/2020,"American Savings Bank, FSB",HI-01,621111,Offices of Physicians (except Mental Health Specialists) 
8860,25000.0,Kihei,HI,96753,541511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,06/27/2020,MBE Capital Partners,HI-02,541511,Custom Computer Programming Services 
8861,25000.0,PEARL CITY,HI,96782,453110,Corporation,Unanswered,Unanswered,Unanswered,,13.0,04/13/2020,Central Pacific Bank,HI-01,453110,Florists 
8862,25000.0,HONOLULU,HI,96819,812910,Limited  Liability Company(LLC),Asian,Female Owned,Unanswered,,6.0,04/05/2020,"American Savings Bank, FSB",HI-01,812910,Pet Care (except Veterinary) Services 
8863,25000.0,Lahaina,HI,96761,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,Central Pacific Bank,HI-02,722511,Full-Service Restaurants 
8864,25000.0,HONOLULU,HI,96814,531210,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/05/2020,"American Savings Bank, FSB",HI-01,531210,Offices of Real Estate Agents and Brokers
8865,25000.0,HONOLULU,HI,96826,621210,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Central Pacific Bank,HI-01,621210,Offices of Dentists 
8866,25000.0,KAILUA,HI,96734,722330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/06/2020,"American Savings Bank, FSB",HI-02,722330,Mobile Food Services
8867,25000.0,HONOLULU,HI,96815,448310,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,Central Pacific Bank,HI-01,448310,Jewelry Stores 
8868,25000.0,AIEA,HI,96701,339920,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/13/2020,Central Pacific Bank,HI-01,339920,Sporting and Athletic Goods Manufacturing
8869,25000.0,Honolulu,HI,96819,311919,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/30/2020,First Hawaiian Bank,HI-01,311919,Other Snack Food Manufacturing 
8870,25000.0,Koloa,HI,96756,238190,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,Gather FCU,HI-02,238190,"Other Foundation, Structure, and Building Exterior Contractors "
