City,JobTitle,AVG(LoanAmount)
HONOLULU,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",27066.385
WAILUKU,"BEER, WINE, AND LIQUOR STORES",27065.0
WAIPAHU,"OTHER ACTIVITIES RELATED TO REAL ESTATE",27050.0
LIHUE,"OFFICES OF REAL ESTATE APPRAISERS",27031.0
HAIKU-PAUWELA,"OTHER BUILDING FINISHING CONTRACTORS",27000.0
HILO,"SCHOOL AND EMPLOYEE BUS TRANSPORTATION",27000.0
KAILUA,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",27000.0
KAMUELA,"LANDSCAPING SERVICES",26993.0
"KAILUA KONA","LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",26984.53125
HONOLULU,"JEWELRY STORES",26942.6698412698
LAHAINA,"BED-AND-BREAKFAST INNS",26940.0
HONOLULU,"OTHER MANAGEMENT CONSULTING SERVICES",26932.3886792453
KAILUA,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",26921.875
KAPAA,"TOUR OPERATORS",26915.048
HONOLULU,"MOTOR VEHICLE TOWING",26905.45
HAWI,"OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE",26900.0
"KAILUA KONA","FAMILY PLANNING CENTERS",26900.0
"KAILUA KONA","OFFICES OF OTHER HOLDING COMPANIES",26900.0
KULA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",26900.0
WAHIAWA,"GIFT, NOVELTY, AND SOUVENIR STORES",26900.0
LIHUE,"MOBILE FOOD SERVICES",26897.0
KANEOHE,"SPORTING GOODS STORES",26886.0
HILO,"RESIDENTIAL MENTAL HEALTH AND SUBSTANCE ABUSE FACILITIES",26881.0
KAHULUI,"PHOTOGRAPHY STUDIOS, PORTRAIT",26850.0
KAMUELA,"INSURANCE AGENCIES AND BROKERAGES",26845.0
HONOLULU,"MEN'S CLOTHING STORES",26838.75
KAUNAKAKAI,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",26805.0
WAIKOLOA,"OTHER BUILDING FINISHING CONTRACTORS",26800.0
WAILUKU,"PROFESSIONAL ORGANIZATIONS",26800.0
KEAAU,"OTHER NONCITRUS FRUIT FARMING",26772.0
PUUNENE,"OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL",26765.0
WAHIAWA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",26763.5
KEKAHA,"HUNTING AND TRAPPING",26750.0
HONOLULU,"FAMILY CLOTHING STORES",26722.6592592593
WAILUKU,"OTHER MANAGEMENT CONSULTING SERVICES",26707.0
LIHUE,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",26700.0
KAPAA,"COMPUTER SYSTEMS DESIGN SERVICES",26675.0
HONOLULU,"BOOK STORES",26650.0
HANAPEPE,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",26647.5
KANEOHE,"MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS",26645.0
KEALAKEKUA,"RESIDENTIAL REMODELERS",26635.0
KIHEI,"INSURANCE AGENCIES AND BROKERAGES",26620.2
KAPAAU,"RELIGIOUS ORGANIZATIONS",26600.0
KAPOLEI,"OTHER BUILDING MATERIAL DEALERS",26600.0
KEAAU,"RELIGIOUS ORGANIZATIONS",26600.0
PUUNENE,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",26600.0
HAIKU,"LESSORS OF OTHER REAL ESTATE PROPERTY",26575.0
HONOLULU,"SOLAR ELECTRIC POWER GENERATION",26559.875
KAILUA,"ALL OTHER SUPPORT SERVICES",26533.0
HAWI,"GRAPHIC DESIGN SERVICES",26500.0
HOOLEHUA,"ALL OTHER MISCELLANEOUS CROP FARMING",26500.0
KONA,"SPORTS AND RECREATION INSTRUCTION",26500.0
WAIPAHU,"TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS",26500.0
"LANAI CITY","LIMITED-SERVICE RESTAURANTS",26497.0
HANALEI,"SNACK AND NONALCOHOLIC BEVERAGE BARS",26477.5
"EWA BEACH","INSURANCE AGENCIES AND BROKERAGES",26474.2857142857
PAHOA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",26473.5
AIEA,"OFFICES OF LAWYERS",26461.75
WAIALUA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",26450.0
KAHULUI,"LESSORS OF OTHER REAL ESTATE PROPERTY",26443.0
WAHIAWA,"MOTOR VEHICLE TOWING",26435.0
KAILUA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",26433.3333333333
KAPAA,"NURSERY AND TREE PRODUCTION",26400.0
KAILUA-KONA,"ALL OTHER PERSONAL SERVICES",26383.8
PAIA,"FAMILY CLOTHING STORES",26313.5
AIEA,"ALL OTHER MISCELLANEOUS CROP FARMING",26300.0
KAPOLEI,"SPORTS AND RECREATION INSTRUCTION",26300.0
LAHAINA,"GIFT, NOVELTY, AND SOUVENIR STORES",26281.25
KALAHEO,"PAINTING AND WALL COVERING CONTRACTORS",26269.3333333333
"KAILUA KONA","FINFISH FISHING",26266.6666666667
HAIKU,"ALL OTHER MISCELLANEOUS CROP FARMING",26250.0
LAHAINA,,26231.3333333333
KANEOHE,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",26230.21
HONOLULULULU,"ELECTRONICS STORES",26222.0
WAIMEA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",26216.6666666667
"EWA BEACH","INTERIOR DESIGN SERVICES",26215.0
KANEOHE,"FARM MANAGEMENT SERVICES",26200.0
LAHAINA,"HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",26200.0
VOLCANO,"SITE PREPARATION CONTRACTORS",26200.0
HONOLULU,"ADVERTISING AGENCIES",26158.0833333333
KAPAA,"MEDICAL LABORATORIES",26150.0
KIHEI,"COMPUTER SYSTEMS DESIGN SERVICES",26130.4
KOLOA,"ALL OTHER TRAVELER ACCOMMODATION",26117.5
KALAHEO,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",26100.0
KANEOHE,"PERIODICAL PUBLISHERS",26100.0
MAKAWAO,"COOKIE AND CRACKER MANUFACTURING",26100.0
WAIPAHU,"LIMITED-SERVICE RESTAURANTS",26076.0625
LAHAINA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",26037.8111111111
KAILUA,"FLOOR COVERING STORES",26035.0
HILO,"ALL OTHER LEGAL SERVICES",26034.1666666667
AIEA,"BUSINESS ASSOCIATIONS",26030.0
PAIA,"OFFICES OF DENTISTS",26016.25
WAILUKU,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",26003.75
HONOLULU,"SEAFOOD PRODUCT PREPARATION AND PACKAGING",26000.0
KAPOLEI,"NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)",26000.0
KOLOA,"RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS",26000.0
MILILANI,"FOOD (HEALTH) SUPPLEMENT STORES",26000.0
MILILANI,"WHOLESALE TRADE AGENTS AND BROKERS",26000.0
WAILEA,"INVESTMENT BANKING AND SECURITIES DEALING",26000.0
WAIPAHUHU,"RESIDENTIAL REMODELERS",26000.0
KIHEI,"LANDSCAPING SERVICES",25996.4
KEALAKEKUA,"LIMITED-SERVICE RESTAURANTS",25983.5
PAHOA,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",25950.0
HILO,"COMMERCIAL SCREEN PRINTING",25948.0
KAPAAU,"LANDSCAPING SERVICES",25942.0
HONOLULU,"ALL OTHER INSURANCE RELATED ACTIVITIES",25923.8823529412
KIHEI,"SNACK AND NONALCOHOLIC BEVERAGE BARS",25923.0
"EWA BEACH","PAINTING AND WALL COVERING CONTRACTORS",25920.0
KAMUELA,"ART DEALERS",25915.5
AIEA,"MEDICAL LABORATORIES",25900.0
"KAILUA KONA","ALL OTHER BUSINESS SUPPORT SERVICES",25900.0
WAILUKU,"CLAIMS ADJUSTING",25900.0
HONOLULU,"MEN’S AND BOYS’ CUT AND SEW APPAREL MANUFACTURING",25899.4
MAKAWAO,"JANITORIAL SERVICES",25864.6666666667
HONOLULU,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",25862.0087179487
LIHUE,"GIFT, NOVELTY, AND SOUVENIR STORES",25859.8366666667
PAPAIKOU,"NURSERY AND TREE PRODUCTION",25850.0
"KAILUA KONA","MOTOR VEHICLE TOWING",25848.165
HONOLULU,"CAR WASHES",25846.3675
KULA,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",25837.5
PAIA,"LIMITED-SERVICE RESTAURANTS",25820.5
HILO,"NURSERY AND TREE PRODUCTION",25809.4
"EWA BEACH","SHELLFISH FISHING",25800.0
HANALEI,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",25800.0
KAHULUI,"VETERINARY SERVICES",25800.0
PUUNENE,FLORISTS,25800.0
KAILUA-KONA,"ART DEALERS",25790.0
HONOLULU,"ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING",25750.0
MAKAWAO,"OTHER ACTIVITIES RELATED TO REAL ESTATE",25750.0
AIEA,"EDUCATIONAL SUPPORT SERVICES",25700.0
HILO,"VOCATIONAL REHABILITATION SERVICES",25700.0
LIHUE,"SPECIAL NEEDS TRANSPORTATION",25700.0
WAIMANALO,"LANDSCAPING SERVICES",25700.0
KAPAA,"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",25695.0
KAMUELA,"ARCHITECTURAL SERVICES",25682.91
WAIMEA,"RESIDENTIAL REMODELERS",25648.75
"EWA BEACH","AUTOMOBILE AND OTHER MOTOR VEHICLE MERCHANT WHOLESALERS",25633.5
KIHEI,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",25628.6
LIHUE,"TRAVEL AGENCIES",25627.5
AIEA,"LIMITED-SERVICE RESTAURANTS",25616.3043478261
HONOLULUULU,"OTHER ACTIVITIES RELATED TO REAL ESTATE",25613.0
"KAILUA KONA","ICE MANUFACTURING",25580.0
KANEOHE,"OTHER RESIDENTIAL CARE FACILITIES",25575.0
WAILUKU,"ENVIRONMENTAL CONSULTING SERVICES",25566.6666666667
HONOLULU,"LUGGAGE AND LEATHER GOODS STORES",25561.9
HONOLULU,"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES",25522.0
"EWA BEACH","SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",25502.0
HANALEI,"LAND SUBDIVISION",25500.0
HONOLULULULU,"FULL-SERVICE RESTAURANTS",25500.0
KAHULUI,"SOLAR ELECTRIC POWER GENERATION",25500.0
"KAILUA KONA","LANDSCAPE ARCHITECTURAL SERVICES",25500.0
PAHOA,"PHARMACIES AND DRUG STORES",25500.0
KAILUA,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",25478.0
HONOLULU,"EDUCATIONAL SUPPORT SERVICES",25470.1096969697
WAIPAHU,"OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS",25460.0
MAKAWAOAWAO,"ENGINEERING SERVICES",25449.0
HALEIWA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",25443.0
HONOLULU,"VOCATIONAL REHABILITATION SERVICES",25438.0
KALAHEO,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",25417.5
HONOLULU,"FINFISH FISHING",25415.6428571429
KAILUA,"BOOK STORES",25400.0
"PEARL CITY","NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",25400.0
"PEARL CITY","NAIL SALONS",25349.375
AIEA,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",25335.0
KAILUA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",25313.75
HONOLULU,"LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS",25300.0
HONOLULUONOLULU,"OFFICES OF DENTISTS",25287.0
HONOLULU,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",25272.5
"KAILUA KONA","TAX PREPARATION SERVICES",25258.3333333333
HOLUALOA,"APPLIANCE REPAIR AND MAINTENANCE",25222.0
KIHEI,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",25200.0
HONOLULU,"ADMINISTRATION OF EDUCATION PROGRAMS",25171.6666666667
KIHEI,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",25152.5
WAIKOLOA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",25129.0
HILO,"GRANTMAKING FOUNDATIONS",25124.95
HALEIWA,"OTHER ACCOUNTING SERVICES",25105.0
KALAHEO,"RESIDENTIAL REMODELERS",25102.5
KEALAKEKUA,"FINISH CARPENTRY CONTRACTORS",25100.0
HONOLULU,"LEGAL COUNSEL AND PROSECUTION",25095.7916666667
KAPAA,"OTHER BUILDING EQUIPMENT CONTRACTORS",25082.5
KANEOHE,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",25062.5
HONOLULU,"NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",25049.5
KULA,"MARKETING CONSULTING SERVICES",25045.0
"KAILUA KONA","TRAVEL TRAILER AND CAMPER MANUFACTURING",25020.0
LAHAINA,"SPORTING GOODS STORES",25013.75
KAILUA,"ARCHITECTURAL SERVICES",25013.33
AIEA,"SPORTING AND ATHLETIC GOODS MANUFACTURING",25000.0
"EWA BEACH","BUILDING INSPECTION SERVICES",25000.0
HONOLULU,"OTHER SNACK FOOD MANUFACTURING",25000.0
KAHULUI,"SHOE STORES",25000.0
KAILUA,"GASOLINE STATIONS WITH CONVENIENCE STORES",25000.0
KAILUA,"MOBILE FOOD SERVICES",25000.0
KAILUA,"NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)",25000.0
KALAHEO,"ARCHITECTURAL SERVICES",25000.0
KEAAU,"SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES",25000.0
KOLOA,"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",25000.0
LAHAINA,"COMMERCIAL PHOTOGRAPHY",25000.0
MAKAWAO,"GEOPHYSICAL SURVEYING AND MAPPING SERVICES",25000.0
"PEARL CITY","BEER, WINE, AND LIQUOR STORES",25000.0
"PEARL CITY",FLORISTS,25000.0
WAIMANALO,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",25000.0
"KAILUA KONA","OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",24998.255
PAIA,"TOUR OPERATORS",24987.0
HONOLULULULU,"LIMITED-SERVICE RESTAURANTS",24981.0
KAMUELA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",24978.125
HONOLULU,"ALL OTHER MISCELLANEOUS FOOD MANUFACTURING",24965.0
KANEOHE,"ALL OTHER PERSONAL SERVICES",24961.8214285714
LAHAINA,"ALL OTHER PERSONAL SERVICES",24943.8
KAILUA,"ALL OTHER SPECIALTY FOOD STORES",24940.0
WAIPAHU,"COURIERS AND EXPRESS DELIVERY SERVICES",24900.0
AIEA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",24859.4042857143
KAILUA-KONA,"FAMILY CLOTHING STORES",24850.0
HONOLULU,"BEEF CATTLE RANCHING AND FARMING",24847.5
HOLUALOA,"ALL OTHER MISCELLANEOUS CROP FARMING",24839.84
HONOLULU,"INSURANCE AGENCIES AND BROKERAGES",24835.3236942675
KALAHEO,"SITE PREPARATION CONTRACTORS",24800.0
WAIMANALO,"OTHER FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS",24800.0
LAHAINA,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",24790.0
HONOLULU,"ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES",24754.4545454545
WAILUKU,"LESSORS OF OTHER REAL ESTATE PROPERTY",24750.0
ANAHOLA,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",24678.75
LAHAINA,"ALL OTHER GENERAL MERCHANDISE STORES",24674.5
KAILUA,"SPORTING GOODS STORES",24669.6666666667
"CAPTAIN COOK","NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",24645.0
HONOLULU,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",24627.5
HOLUALOA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",24612.5
HAIKU,"OFFICES OF LAWYERS",24600.75
HONOLULU,"PREFABRICATED METAL BUILDING AND COMPONENT MANUFACTURING",24600.0
KAPAA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",24600.0
KAPAAU,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",24597.5
WAIKOLOA,"TAX PREPARATION SERVICES",24594.63
KULA,"WHOLESALE TRADE AGENTS AND BROKERS",24586.0
"EWA BEACH","ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",24555.4
"PEARL CITY","RELIGIOUS ORGANIZATIONS",24533.2875
KAHULUI,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",24529.0
HALEIWA,"LIMITED-SERVICE RESTAURANTS",24525.0
HILO,"FOOTWEAR MANUFACTURING",24510.0
"KAILUA KONA","CHOCOLATE AND CONFECTIONERY MANUFACTURING FROM CACAO BEANS",24500.0
"MOUNTAIN VIEW","OTHER NONCITRUS FRUIT FARMING",24500.0
KAPOLEI,,24498.2857142857
PAAUILO,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",24485.0
HONOLULU,"FITNESS AND RECREATIONAL SPORTS CENTERS",24473.1580487805
"PEARL CITY","PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",24465.0
HI,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",24462.5
KIHEI,"COMPUTER TRAINING",24457.0
KIHEI,"OFFICES OF REAL ESTATE APPRAISERS",24455.0
KAILUA,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",24447.0555555556
KAMUELA,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",24427.4916666667
KAPOLEI,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",24415.6666666667
HILO,"LANDSCAPING SERVICES",24408.8
KAILUA,"ELEMENTARY AND SECONDARY SCHOOLS",24400.0
"KAILUA KONA","WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING",24400.0
KALAHEO,"COMPUTER SYSTEMS DESIGN SERVICES",24400.0
KAPAA,"OTHER DIRECT SELLING ESTABLISHMENTS",24400.0
KIHEI,"ICE CREAM AND FROZEN DESSERT MANUFACTURING",24372.0
LAHINA,"MARKETING CONSULTING SERVICES",24331.0
HONOLULU,"DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS",24312.0
KANEOHE,"OTHER SERVICES RELATED TO ADVERTISING",24300.0
KAUNAKAKAI,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",24300.0
"MOUNTAIN VIEW","NURSERY AND TREE PRODUCTION",24300.0
_,"ALL OTHER BUSINESS SUPPORT SERVICES",24300.0
KAPOLEI,"FAMILY CLOTHING STORES",24295.0
KAMUELA,"PROFESSIONAL ORGANIZATIONS",24294.5
HONOLULU,"OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION",24290.0
KAHULUI,"COMPUTER SYSTEMS DESIGN SERVICES",24287.5
KAILUA,"GRANTMAKING FOUNDATIONS",24267.0
HONOLULU,"ELECTRONICS STORES",24266.6666666667
LIHUE,"COMMERCIAL SCREEN PRINTING",24210.3333333333
HAWI,"WOMEN'S CLOTHING STORES",24187.5
WAIMANALO,"FINISH CARPENTRY CONTRACTORS",24135.0
HALEIWA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",24105.0
HOLUALOA,"FRUIT AND TREE NUT COMBINATION FARMING",24100.0
KAPOLEI,"JEWELRY STORES",24100.0
WAIKOLOA,CATERERS,24100.0
WAILUKU,"MOBILE FOOD SERVICES",24090.9866666667
AIEA,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",24089.816
HONOLULU,"MUSICAL INSTRUMENT AND SUPPLIES STORES",24046.6111111111
HONOLULU,"ALL OTHER GENERAL MERCHANDISE STORES",24015.2076923077
HONOLULULULU,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",24007.0
ANAHOLA,"PHOTOGRAPHY STUDIOS, PORTRAIT",24005.0
KANEOHE,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",24000.0
WAILUKU,"SPORTING GOODS STORES",24000.0
KAPAA,"FAMILY CLOTHING STORES",23998.8166666667
KAPOLEI,"SPORTING GOODS STORES",23967.0
HONOLULU,"GIFT, NOVELTY, AND SOUVENIR STORES",23945.0692647059
LAHAINA,"RESIDENTIAL PROPERTY MANAGERS",23942.75
HONOLULU,"ORNAMENTAL AND ARCHITECTURAL METAL WORK MANUFACTURING",23900.0
"KAILUA KONA","OTHER SPECTATOR SPORTS",23900.0
"KAILUA KONA","FOOD PRODUCT MACHINERY MANUFACTURING",23877.0
KOLOA,"RESIDENTIAL REMODELERS",23873.3333333333
KULA,MUSEUMS,23855.0
HONOLULU,"OTHER ACCOUNTING SERVICES",23832.4570642202
MILILANI,"OTHER ACCOUNTING SERVICES",23815.4
HONOMU,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",23800.0
KAHULUI,"FLOORING CONTRACTORS",23800.0
KAILUA,"OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING",23800.0
KEALAKEKUA,"MECHANICAL POWER TRANSMISSION EQUIPMENT MANUFACTURING",23800.0
HONOLULU,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",23794.325
WAIPAHU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",23793.7794117647
LIHUE,"SPORTS AND RECREATION INSTRUCTION",23763.905
KAPOLEI,"FURNITURE STORES",23737.5
HONOLULU,"TAX PREPARATION SERVICES",23726.0673529412
MAKAWAO,"ART DEALERS",23702.6766666667
ELEELE,"SPORTS AND RECREATION INSTRUCTION",23700.0
HANALEI,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",23700.0
HONOLULU,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",23642.7156862745
PAIA,"ALL OTHER TRAVELER ACCOMMODATION",23613.3333333333
WAILUKU,"OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS",23608.3333333333
HALEIWA,"CHILDREN'S AND INFANTS' CLOTHING STORES",23600.0
KEALAKEKUA,"INSURANCE AGENCIES AND BROKERAGES",23600.0
KULA,"DRYWALL AND INSULATION CONTRACTORS",23600.0
MAKAWAO,"OTHER INDIVIDUAL AND FAMILY SERVICES",23600.0
KAPOLEI,"TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS",23562.5
AIEA,"GENERAL AUTOMOTIVE REPAIR",23551.25
HONOLULU,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",23501.7007438017
KAILUA,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",23501.0
"CAPTAIN COOK","LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",23500.0
"PEARL CITY","REMEDIATION SERVICES",23500.0
HAIKU,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",23498.5
KILAUEA,"OTHER NONCITRUS FRUIT FARMING",23497.0
HONOLULU,"SCENIC AND SIGHTSEEING TRANSPORTATION, OTHER",23495.8333333333
LAHAINA,"RECREATIONAL GOODS RENTAL",23492.25
LAHAINA,"OTHER PERSONAL CARE SERVICES",23486.28
HALEIWA,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",23467.0
KAHULUI,"OFFICES OF CHIROPRACTORS",23454.25
KIHEI,"MARKETING CONSULTING SERVICES",23430.0375
WAILUKU,"SPORTS AND RECREATION INSTRUCTION",23426.4
HONOLULU,"MOTORCYCLE, ATV, AND ALL OTHER MOTOR VEHICLE DEALERS",23402.8333333333
KURTISTOWN,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",23402.0
HONOLULULULU,"JANITORIAL SERVICES",23400.0
PAIA,"OTHER CLOTHING STORES",23400.0
PRINCEVILLE,LOCKSMITHS,23400.0
WAIPAHU,"OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING",23400.0
WAIKOLOA,,23386.96
"LAHAINA HI","SNACK AND NONALCOHOLIC BEVERAGE BARS",23384.5
KUALAPUU,"SECURITY GUARDS AND PATROL SERVICES",23313.0
PAIA,"CUSTOM COMPUTER PROGRAMMING SERVICES",23306.0
KAPOLEI,"LANDSCAPING SERVICES",23278.5
HONOLULU,"ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS",23262.5
HILO,"CONFECTIONERY AND NUT STORES",23230.0
WAILUKU,,23225.0
MILILANI,"ALL OTHER SPECIALTY FOOD STORES",23205.5
HONOLULU,"FOOD (HEALTH) SUPPLEMENT STORES",23204.2857142857
HONOLULU,"CONSUMER ELECTRONICS REPAIR AND MAINTENANCE",23203.808
"EWA BEACH","RECYCLABLE MATERIAL MERCHANT WHOLESALERS",23177.0
WAIPAHU,"SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES",23159.0
KIHEI,"CHILD DAY CARE SERVICES",23150.0
WAHIAWA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",23150.0
KAMUELA,"ALL OTHER PUBLISHERS",23141.25
AIEAEA,"ALL OTHER HEALTH AND PERSONAL CARE STORES",23135.0
HONOLULU,"OFFICE ADMINISTRATIVE SERVICES",23129.0486363636
HAIKU,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",23111.25
AIEAEA,"OFFICES OF DENTISTS",23100.0
KAILUA,"HOME FURNISHING MERCHANT WHOLESALERS",23100.0
WAILUKU,"ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES",23075.94
"EWA BEACH","JANITORIAL SERVICES",23074.8888888889
HONOLULU,"FRUIT AND VEGETABLE MARKETS",23072.0
KILAUEA,,23055.56
LIHUE,"OTHER COMMUNITY HOUSING SERVICES",23045.0
WAIPAHU,"USED CAR DEALERS",23035.625
AIEA,"WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",23000.0
PUUNENE,"SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS)",23000.0
